X,Y,AREANAME,CLASS,ST
-74.4649616234604,40.589502911536,Dunellen,borough,NJ
-74.4160721419854,40.4278392931498,East Brunswick,CDP,NJ
-74.2399515666619,40.2688459256504,East Freehold,CDP,NJ
-74.3647463370813,40.8200128495296,East Hanover,CDP,NJ
-74.1628486555752,40.7504511351019,East Newark,borough,NJ
-74.2116990853907,40.7660507577809,East Orange,city,NJ
-74.0839511732869,40.817550340226,East Rutherford,borough,NJ
-74.0547286865986,40.2916111432694,Eatontown,borough,NJ
-73.9779899488372,40.8215505183711,Edgewater,borough,NJ
-74.9121082062152,40.0547112102331,Edgewater Park,CDP,NJ
-74.3688798695736,40.5288714565733,Edison,CDP,NJ
-74.595919430165,39.5644035041646,Egg Harbor City,city,NJ
-74.1937460791596,40.6664697219809,Elizabeth,city,NJ
-75.1734025469013,39.5912557189517,Elmer,borough,NJ
-74.1193300974418,40.9045489315272,Elmwood Park,borough,NJ
-74.7181245079064,39.5729289773142,Elwood-Magnolia,CDP,NJ
-74.0232716788077,40.9750959096116,Emerson,borough,NJ
-73.9738975195714,40.89249933684,Englewood,city,NJ
-73.9471608040215,40.8837495262611,Englewood Cliffs,borough,NJ
-74.3601770868321,40.2966096781325,Englishtown,borough,NJ
-74.8944557150607,38.9985297507771,Erma,CDP,NJ
-74.7733250456267,39.3543594198565,Estell Manor,city,NJ
-74.8007889912274,40.2654751,Ewing,CDP,NJ
-74.3058553804907,40.8836990612971,Fairfield,CDP,NJ
-74.0373705678209,40.3605597253289,Fair Haven,borough,NJ
-74.117629982018,40.9360654538821,Fair Lawn,borough,NJ
-75.2145728124207,39.378014652768,Fairton,CDP,NJ
-74.0011936320991,40.8176005394257,Fairview,borough,NJ
-74.0807488454515,40.3655534454538,Fairview,CDP,NJ
-74.3853341563115,40.6418524612004,Fanwood,borough,NJ
-74.6216802549174,40.6904512393651,Far Hills,borough,NJ
-74.1710118984787,40.1986128273777,Farmingdale,borough,NJ
-74.7295067460419,40.1362791903646,Fieldsboro,borough,NJ
-74.8599316349991,40.5092036180303,Flemington,borough,NJ
-74.7941529139893,40.1182602352104,Florence-Roebling,CDP,NJ
-74.3963983073372,40.7777503206339,Florham Park,borough,NJ
-74.8471380631178,39.5922003448451,Folsom,borough,NJ
-74.3118319380066,40.5422375951584,Fords,CDP,NJ
-74.147069196781,39.8139424621712,Forked River,CDP,NJ
-74.6127249124945,40.0049886694511,Fort Dix,CDP,NJ
-73.9709076196021,40.8505330455338,Fort Lee,borough,NJ
-74.5894527094799,41.1105966105224,Franklin,borough,NJ
-74.207603041759,41.0069963518818,Franklin Lakes,borough,NJ
-74.275189623612,40.2589109755347,Freehold,borough,NJ
-75.0558924548367,40.5258807008752,Frenchtown,borough,NJ
-74.1080717820309,40.8798993252405,Garfield,city,NJ
-74.3236610729305,40.6513525399391,Garwood,borough,NJ
-74.9660068808999,39.8336142350377,Gibbsboro,borough,NJ
-75.2794659947354,39.824446126566,Gibbstown,CDP,NJ
-74.1297570901874,39.9542180879282,Gilford Park,CDP,NJ
-75.1128840856743,39.7014144907696,Glassboro,borough,NJ
-75.0687064313082,39.8404637307814,Glendora,CDP,NJ
-74.9408557273078,40.6990573469073,Glen Gardner,borough,NJ
-74.2046188776496,40.803200252165,Glen Ridge,CDP,NJ
-74.1249821869371,40.9592480955177,Glen Rock,borough,NJ
-75.1174197170226,39.8924802003918,Gloucester City,city,NJ
-74.8894243654918,40.8708526179241,Great Meadows-Vienna,CDP,NJ
-74.0044488420814,40.7927509436719,Guttenberg,town,NJ
-74.045701746915,40.889399276593,Hackensack,city,NJ
-74.8249689580786,40.8538989675454,Hackettstown,town,NJ
-75.0343249502539,39.8950802882997,Haddonfield,borough,NJ
-75.0655705930054,39.8788633942071,Haddon Heights,borough,NJ
-74.188608348837,40.936898371025,Haledon,borough,NJ
-74.5743435138782,41.1488931635541,Hamburg,borough,NJ
-74.7719891558568,39.6550389945396,Hammonton,town,NJ
-74.967391704493,40.7087840896295,Hampton,borough,NJ
-74.4300766450834,40.8190168283371,Hanovership CDP,town,NJ
-73.9795892503454,40.9893597069433,Harrington Park,borough,NJ
-74.1529873366714,40.7436013037257,Harrison,town,NJ
-74.1417241854225,39.6996997768891,Harvey Cedars,borough,NJ
-74.0737697358151,40.8608996818855,Hasbrouck Heights,borough,NJ
-73.998451896954,40.96181714459,Haworth,borough,NJ
-74.1586333289623,40.9568481066235,Hawthorne,borough,NJ
-74.5757622085365,40.3886694624328,Heathcote,CDP,NJ
-74.4240142364189,40.3767244432623,Helmetta,borough,NJ
-74.895332962374,40.668469000108,High Bridge,borough,NJ
-74.4565508972964,41.1767285757762,Highland Lake,CDP,NJ
-74.4280447943754,40.5004545027657,Highland Park,borough,NJ
-73.9904205645556,40.4044589071473,Highlands,borough,NJ
-74.5250208959849,40.2679424624634,Hightstown,borough,NJ
-74.0432413517414,41.0083153755429,Hillsdale,borough,NJ
-74.2298502603242,40.6962519993957,Hillside,CDP,NJ
-75.0216063462411,39.8353139272014,Hi-Nella,borough,NJ
-74.0284167156681,40.7426517281705,Hoboken,city,NJ
-74.0967571352539,40.9997124895063,Ho-Ho-Kus,borough,NJ
-74.2773010641308,39.9597096267327,Holiday-Berkeley CDP,city,NJ
-74.166747309242,40.0213170703206,Holiday-Dover CDP,city,NJ
-74.2362204094812,39.9488009537906,Holiday South CDP,city,NJ
-74.2539360821007,39.9459459240343,Holiday Heights,CDP,NJ
-74.6573239760472,40.9561882346202,Hopatcong,borough,NJ
-74.7640103326704,40.389005931146,Hopewell,borough,NJ
-74.0155179536552,40.2344625353501,Interlaken,borough,NJ
-74.2321165105618,40.7246184254819,Irvington,CDP,NJ
-74.3162682803743,40.5703120525009,Iselin,CDP,NJ
-74.1491627536596,39.9424181724557,Island Heights,borough,NJ
-74.4397646331308,40.3491079995392,Jamesburg,borough,NJ
-74.0645476760745,40.7114022542925,Jersey City,city,NJ
-74.1614593157961,40.4672319157443,Keansburg,borough,NJ
-74.1193003818799,40.7514342603836,Kearny,town,NJ
-74.5621988896292,40.4135059376955,Kendall Park,CDP,NJ
-74.2885410400387,40.6790351498781,Kenilworth,borough,NJ
-74.2011213026167,40.4320575183636,Keyport,borough,NJ
-74.607765195389,40.3753786566368,Kingston,CDP,NJ
-74.3863046568285,40.9849489153141,Kinnelon,borough,NJ
-74.3203900438054,40.0130665682208,Lakehurst,borough,NJ
-74.6600344165896,41.0184915875163,Lake Mohawk,CDP,NJ
-74.4964117397591,40.9614313617328,Lake Telemark,CDP,NJ
-74.2114996119554,40.0949152180529,Lakewood,CDP,NJ
-74.9429335512636,40.3681280161263,Lambertville,city,NJ
-75.005526060551,39.8202641430712,Laurel Springs,borough,NJ
-74.2491225305262,40.4479569752481,Laurence Harbor,CDP,NJ
-74.0720038863708,39.9692180232757,Lavallette,borough,NJ
-75.0302453166869,39.8657135913371,Lawnside,borough,NJ
-74.7297589429428,40.3015076300306,Lawrenceville,CDP,NJ
-74.834729803733,40.6440445781235,Lebanon,borough,NJ
-74.2922211031123,40.0190666587286,Leisure Knoll,CDP,NJ
-74.7040652626286,39.9010696010434,Leisuretowne,CDP,NJ
-74.1820771103706,40.0450494791522,Leisure Village,CDP,NJ
-74.166922480991,40.0415925864048,Leisure Village East,CDP,NJ
-74.2660511326552,40.0039672449264,Leisure Village West-Pine Lake Park,CDP,NJ
-74.0602295433766,40.4193083673798,Leonardo,CDP,NJ
-73.9911351365976,40.8632067986334,Leonia,borough,NJ
-74.3035333750501,40.9240485411549,Lincoln Park,borough,NJ
-74.1248230426715,40.3415097913956,Lincroft,CDP,NJ
-74.2380390119103,40.6251533887002,Linden,city,NJ
-74.9897683040981,39.8159642848455,Lindenwold,borough,NJ
-74.5699278449954,39.3423160796114,Linwood,city,NJ
-74.2181103123046,40.875590201826,Little Falls,CDP,NJ
-74.0391336940116,40.8457999917826,Little Ferry,borough,NJ
-74.0345343244462,40.3350772852781,Little Silver,borough,NJ
-74.3291069933247,40.7856672962021,Livingston,CDP,NJ
-74.0009654298705,40.2319126445691,Loch Arbour,village,NJ
-74.0807819082831,40.8791153831229,Lodi,borough,NJ
-73.9887806948188,40.2968112069462,Long Branch,city,NJ
-74.5250618350902,39.3118160283584,Longport,borough,NJ
-74.7679774789114,40.7854858434357,Long Valley,CDP,NJ
-74.1129851060725,40.7969335851792,Lyndhurst,CDP,NJ
-74.5839679450885,40.0413803922903,McGuire AFB,CDP,NJ
-74.4169149438224,40.7585505133013,Madison,borough,NJ
-74.294850082607,40.4463466959643,Madison Park,CDP,NJ
-75.0358555285671,39.8556636789593,Magnolia,borough,NJ
-74.2535048031453,39.695866214678,Manahawkin,CDP,NJ
-74.0365371687345,40.11291519152,Manasquan,borough,NJ
-74.0492298430282,40.0453666892759,Mantoloking,borough,NJ
-74.5889454059054,40.5417033773071,Manville,borough,NJ
-74.9953127714035,39.9513627114058,Maple Shade,CDP,NJ
-74.271486821759,40.7332341542806,Maplewood,CDP,NJ
-74.5070150191449,39.3308662406367,Margate City,city,NJ
-74.9289247192847,39.9015134953889,Marlton,CDP,NJ
-74.2375202841475,40.4123538004435,Matawan,borough,NJ
-74.723846864272,39.4529392883666,Mays Landing,CDP,NJ
-74.063360275398,40.9028990347311,Maywood,borough,NJ
-74.8053582464519,39.8595117554628,Medford Lakes,borough,NJ
-74.5978579306353,40.7672442292923,Mendham,borough,NJ
-74.6713077770612,40.2308082598946,Mercerville-Hamilton Square,CDP,NJ
-75.0502484821361,39.9499797461501,Merchantville,borough,NJ
-74.3630177454225,40.5420042701348,Metuchen,borough,NJ
-74.5017408184432,40.5738029463878,Middlesex,borough,NJ
-74.1417457060316,40.9949305502985,Midland Park,borough,NJ
-75.0897527397393,40.5682547411737,Milford,borough,NJ
-74.3240456713683,40.7404339234683,Millburn,CDP,NJ
-74.5908752357791,40.4994539835229,Millstone,borough,NJ
-74.4343158331285,40.45020564156,Milltown,borough,NJ
-75.0543114970275,39.3901430595108,Millville,city,NJ
-73.985950919582,40.3360603577196,Monmouth Beach,borough,NJ
-74.5448281504163,40.3801347491578,Monmouth Junction,CDP,NJ
-74.2111900813187,40.8246329327423,Montclair,CDP,NJ
-74.0486529571938,41.0522887286647,Montvale,borough,NJ
-74.0588303217529,40.8425140031904,Moonachie,borough,NJ
-74.9655829260909,39.9644295737686,Moorestown-Lenola,CDP,NJ
-74.4811745382593,40.8361666260719,Morris Plains,borough,NJ
-74.4771552011908,40.7968330338926,Morristown,town,NJ
-74.440156314167,40.8917990313706,Mountain Lakes,borough,NJ
-74.3606435446037,40.6807018910429,Mountainside,borough,NJ
-74.640066190647,40.9196316299951,Mount Arlington,borough,NJ
-75.0913451378743,39.8811133292374,Mount Ephraim,borough,NJ
-74.7864307384939,39.9951449858929,Mount Holly,CDP,NJ
-75.2241914233503,39.7362876932382,Mullica Hill,CDP,NJ
-74.3828772703315,39.5656770408489,Mystic Island,CDP,NJ
-75.1857727814177,39.8681132327926,National Park,borough,NJ
-74.032691112983,40.2007132303318,Neptune borough,city,NJ
-74.7009390317462,40.8991487750682,Netcong,borough,NJ
-74.1728338112637,40.7242016308074,Newark,city,NJ
-74.4447293318602,40.4865047072989,New Brunswick,city,NJ
-74.5315001944362,40.0640286053028,New Egypt,CDP,NJ
-75.0183421363147,39.5494775319068,Newfield,borough,NJ
-74.0194137142115,40.9341985825884,New Milford,borough,NJ
-74.4030961340577,40.7005014353503,New Providence,borough,NJ
-74.753426517014,41.0549451494484,Newton,town,NJ
-74.1265685284949,40.7901096521906,North Arlington,borough,NJ
-74.2114739618914,39.6002916612631,North Beach Haven,CDP,NJ
-74.0253544727167,40.792667888292,North Bergen,CDP,NJ
-74.4771752854988,40.448555383676,North Brunswickship CDP,town,NJ
-74.25870063623,40.8635323134715,North Caldwell,CDP,NJ
-74.9513236902888,38.9764065464419,North Cape May,CDP,NJ
-74.5545141482341,39.3733163701131,Northfield,city,NJ
-74.1859232497943,40.9619710123273,North Haledon,borough,NJ
-74.1188931721395,40.4396796882563,North Middletown,CDP,NJ
-74.4396939254334,40.6212525569972,North Plainfield,borough,NJ
-73.949643465399,41.0098514178564,Northvale,borough,NJ
-74.7994417515959,39.00438705774,North Wildwood,city,NJ
-73.9513124473667,40.9941906567512,Norwood,borough,NJ
-74.1567654076174,40.8188501450396,Nutley,CDP,NJ
-74.0267926074679,40.261811892404,Oakhurst,CDP,NJ
-74.2399593405631,41.0314799641311,Oakland,borough,NJ
-75.0803896512201,39.9020631693303,Oaklyn,borough,NJ
-75.15873523764,39.8060136659088,Oak Valley,CDP,NJ
-74.2808709240452,39.7434385544703,Ocean Acres,CDP,NJ
-74.603010320992,39.2697154129434,Ocean City,city,NJ
-74.134653971439,39.926268363439,Ocean Gate,borough,NJ
-74.009197445218,40.2119630576327,Ocean Grove,CDP,NJ
-74.0199617512021,40.31511077198,Oceanport,borough,NJ
-74.5975287361214,41.0750970123641,Ogdensburg,borough,NJ
-74.3296272361451,40.3930576619256,Old Bridge,CDP,NJ
-73.982613444673,41.0163002896633,Old Tappan,borough,NJ
-75.1746386339594,39.5397669742882,Olivet,CDP,NJ
-74.0306100066062,40.9551482302829,Oradell,borough,NJ
-74.2360318061905,40.7683006528911,Orange,CDP,NJ
-74.9954136003764,40.8122167864738,Oxford,CDP,NJ
-73.996861371775,40.8470500580217,Palisades Park,borough,NJ
-75.0344773124196,40.0021122025966,Palmyra,borough,NJ
-74.0711094036879,40.9452153558941,Paramus,borough,NJ
-74.0410955417861,41.0358869723119,Park Ridge,borough,NJ
-74.4234815741096,40.8594993814249,Parsippany-Troy Hillsship CDP,town,NJ
-74.1289914905324,40.8573996298886,Passaic,city,NJ
-74.163001514246,40.9145487245803,Paterson,city,NJ
-75.2400063845567,39.8398632135704,Paulsboro,borough,NJ
-74.6570595064037,40.7155508547001,Peapack and Gladstone,borough,NJ
-74.6857731210045,39.971528327477,Pemberton,borough,NJ
-74.6778227700507,39.9578007163731,Pemberton Heights,CDP,NJ
-74.7917599381665,40.326757008271,Pennington,borough,NJ
-75.0557879105108,39.9637626201974,Pennsauken,CDP,NJ
-75.4690762187606,39.7266097140459,Penns Grove,borough,NJ
-75.5102943331298,39.6555371738476,Pennsville,CDP,NJ
-74.3033344448829,40.9634310341433,Pequannockship CDP,town,NJ
-74.2716883689874,40.5203052780098,Perth Amboy,city,NJ
-75.1824192204132,40.6889709759332,Phillipsburg,town,NJ
-74.1696835205752,39.9356182005623,Pine Beach,borough,NJ
-74.9854566919139,39.7867316609704,Pine Hill,borough,NJ
-74.3151983539455,39.9546893954803,Pine Ridge at Crestwood,CDP,NJ
-74.971974338788,39.788464756936,Pine Valley,borough,NJ
-75.1306556142788,39.7333642469103,Pitman,borough,NJ
-74.4160700650464,40.6153527587914,Plainfield,city,NJ
-74.2185452317625,39.9970805435805,Pleasant Plains,CDP,NJ
-74.5184115122938,39.3905666404549,Pleasantville,city,NJ
-74.0704980577505,40.0785158973249,Point Pleasant,borough,NJ
-74.0451602486232,40.0926156294479,Point Pleasant Beach,borough,NJ
-74.5515200009079,39.469741097917,Pomona,CDP,NJ
-74.2854528509615,41.0030974789516,Pompton Lakes,borough,NJ
-74.1009546792479,40.4322579221079,Port Monmouth,CDP,NJ
-75.0407357222127,39.2480773907342,Port Norris,CDP,NJ
-74.2465918200339,40.5647045601561,Port Reading,CDP,NJ
-74.4867528789338,39.5381257847687,Port Republic,city,NJ
-74.5645237510578,39.9138609193247,Presidential Lakes Estates,CDP,NJ
-74.6590497768051,40.3503569987384,Princeton,borough,NJ
-74.623284457476,40.3204077703087,Princeton Junction,CDP,NJ
-74.6477244496058,40.3614568141681,Princeton North,CDP,NJ
-74.17214279921,40.9371983829302,Prospect Park,borough,NJ
-74.2809982897083,40.6071035513039,Rahway,city,NJ
-74.9528599724381,39.931713013944,Ramblewood,CDP,NJ
-74.1460833429836,41.0593195783005,Ramsey,borough,NJ
-74.6413542335445,40.5720529300021,Raritan,borough,NJ
-74.0670413594479,40.3474598904066,Red Bank,borough,NJ
-74.0152580057503,40.8315002767203,Ridgefield,borough,NJ
-74.0200510597622,40.8546998855191,Ridgefield Park,village,NJ
-74.1134777536165,40.9811647689426,Ridgewood,village,NJ
-74.2743462091551,41.111599801335,Ringwood,borough,NJ
-74.8773327644387,39.022080958709,Rio Grande,CDP,NJ
-74.313390893407,40.9953306443091,Riverdale,borough,NJ
-74.0396174122847,40.9272986734868,River Edge,borough,NJ
-74.955527880025,40.0356115439336,Riverside,CDP,NJ
-75.0145243264754,40.0118619990737,Riverton,borough,NJ
-74.0065531334351,41.0137143070673,River Vale,CDP,NJ
-74.2970062045813,40.3403970457236,Robertsville,CDP,NJ
-74.0779717416919,40.9065489570203,Rochelle Park,CDP,NJ
-74.5144199965469,40.8969659965789,Rockaway,borough,NJ
-73.9350609915764,41.0021465446701,Rockleigh,borough,NJ
-74.6389553306858,40.4004060363217,Rocky Hill,borough,NJ
-74.4738002232387,40.2214007941989,Roosevelt,borough,NJ
-74.307966331733,40.8220498514168,Roseland,borough,NJ
-74.2604048815783,40.6522527655412,Roselle,borough,NJ
-74.2667401945524,40.6657524782607,Roselle Park,borough,NJ
-75.1361344401044,39.4789652218229,Rosenhayn,CDP,NJ
-74.473483619705,40.3365930990102,Rossmoor,CDP,NJ
-74.0034406032266,40.362809811518,Rumson,borough,NJ
-75.0747319090409,39.8515636157228,Runnemede,borough,NJ
-74.1066388647311,40.8199502485221,Rutherford,borough,NJ
-74.0950883066502,40.9042989687541,Saddle Brook,CDP,NJ
-74.0985094291041,41.0263690919594,Saddle River,borough,NJ
-75.4728106428617,39.5681528560911,Salem,city,NJ
-74.3216989998442,40.4657340732193,Sayreville,borough,NJ
-74.3730676750394,40.6332026579142,Scotch Plains,CDP,NJ
-73.9751358287762,40.3622027659007,Sea Bright,borough,NJ
-75.2179258136366,39.5010800233146,Seabrook Farms,CDP,NJ
-74.0340702787919,40.1293148290652,Sea Girt,borough,NJ
-74.6974486423364,39.1525203426349,Sea Isle City,city,NJ
-74.0760607540273,39.9432182994863,Seaside Heights,borough,NJ
-74.078647660863,39.9258684826385,Seaside Park,borough,NJ
-74.0643636841694,40.7812149641101,Secaucus,town,NJ
-74.2605211849851,40.5509547538587,Sewaren,CDP,NJ
-74.0478315558219,40.1937633377983,Shark River Hills,CDP,NJ
-75.2976103256366,39.4581143015807,Shiloh,borough,NJ
-74.1828518253366,39.6452181725472,Ship Bottom,borough,NJ
-74.0593140203165,40.3267103684666,Shrewsbury,borough,NJ
-74.2358045328133,39.9611528440998,Silver Ridge,CDP,NJ
-74.1214073483487,40.0079844447992,Silverton,CDP,NJ
-74.457888051944,40.5340667785159,Society Hill,CDP,NJ
-75.022642559395,39.8454138190251,Somerdale,borough,NJ
-74.4885679323112,40.4976711176491,Somerset,CDP,NJ
-74.6064324824991,39.3173827522607,Somers Point,city,NJ
-74.6100512318696,40.5703029641761,Somerville,borough,NJ
-74.2768394291706,40.4856059517844,South Amboy,city,NJ
-74.0258054890974,40.170213935095,South Belmar,borough,NJ
-74.5276985311189,40.5540532162618,South Bound Brook,borough,NJ
-74.2612135791569,40.7491008626341,South Orange,CDP,NJ
-74.4148707809816,40.5754534020106,South Plainfield,borough,NJ
-74.377990904225,40.4453561446723,South River,borough,NJ
-74.2092832106284,39.9408770751052,South Toms River,borough,NJ
-74.3901111959843,40.3940232529438,Spotswood,borough,NJ
-74.3246224228541,40.699568662771,Springfield,CDP,NJ
-74.0269663122591,40.1528643199521,Spring Lake,borough,NJ
-74.041930847561,40.152281291613,Spring Lake Heights,borough,NJ
-74.7024731704338,40.9129986297663,Stanhope,borough,NJ
-74.9770937012821,40.4054772794916,Stockton,borough,NJ
-74.767392023626,39.044138397912,Stone Harbor,borough,NJ
-75.0146637911704,39.8283640233176,Stratford,borough,NJ
-74.2184707773229,40.4028750842386,Strathmore,CDP,NJ
-74.6525131993788,40.8555492752986,Succasunna-Kenvil,CDP,NJ
-74.3649999130199,40.7150342881658,Summit,city,NJ
-74.1687412604105,39.6624373760905,Surf borough,city,NJ
-74.6080738368294,41.2098885104777,Sussex,borough,NJ
-75.3124162409837,39.7461965824892,Swedesboro,borough,NJ
-75.0279883103486,39.8751804996825,Tavistock,borough,NJ
-74.011698646863,40.8897493237662,Teaneck,CDP,NJ
-73.9547558739466,40.9172489496005,Tenafly,borough,NJ
-74.0603743346145,40.8536498226943,Teterboro,borough,NJ
-74.0887606794156,40.2725444240417,Tinton Falls,borough,NJ
-74.1839673266054,39.9547179901981,Toms River,CDP,NJ
-74.2217064397477,40.9048987857828,Totowa,borough,NJ
-74.76382986016,40.2235087964748,Trenton,city,NJ
-74.3290389192473,39.5979473295279,Tuckerton,borough,NJ
-75.0616892417741,39.765501436942,Turnersville,CDP,NJ
-74.4921508027989,40.2642417410955,Twin Rivers,CDP,NJ
-74.2693314880097,40.6954018932587,Union,CDP,NJ
-74.1686864713973,40.4473573179298,Union Beach,borough,NJ
-74.0320777724194,40.767214283751,Union City,city,NJ
-74.1000718126854,41.0634965383529,Upper Saddle River,borough,NJ
-74.4828269372311,39.3419663993164,Ventnor City,city,NJ
-74.4871206266673,41.2368909386152,Vernon Valley,CDP,NJ
-74.2422760475764,40.8324497528542,Verona,CDP,NJ
-74.5439398345209,40.8762651740507,Victory Gardens,borough,NJ
-74.9661181518526,39.6330645635889,Victory Lakes,CDP,NJ
-74.9362988456655,39.0156947489868,Villas,CDP,NJ
-74.9970137536238,39.4649155879595,Vineland,city,NJ
-74.1247122175972,41.0130292830612,Waldwick,borough,NJ
-74.1063687848482,40.8531997383089,Wallington,borough,NJ
-74.0287964298115,40.23681243449,Wanamassa,CDP,NJ
-74.2901893284129,41.0432968840481,Wanaque,borough,NJ
-74.1933808323522,39.7897695330368,Waretown,CDP,NJ
-74.9825046885959,40.7594062630551,Washington,borough,NJ
-74.0646140502421,40.9891416648158,Washingtonship CDP,town,NJ
-74.4373309779261,40.6439522170973,Watchung,borough,NJ
-74.2450932422136,40.9459981904777,Wayne,CDP,NJ
-74.0184423626306,40.7687822991824,Weehawken,CDP,NJ
-75.1481485223865,39.7918138001927,Wenonah,borough,NJ
-74.0368058829296,40.1703139003449,West Belmar,CDP,NJ
-74.2979290283232,40.8499664946133,West Caldwell,CDP,NJ
-74.9374840063138,38.941507524163,West Cape May,borough,NJ
-74.3438057753596,40.651752455401,Westfield,town,NJ
-74.2950951196673,40.2331444789898,West Freehold,CDP,NJ
-74.0179075140444,40.2901073177387,West Long Branch,borough,NJ
-74.395874928112,41.1062292936885,West Milford,CDP,NJ
-74.0094290211558,40.7860510408696,West New York,town,NJ
-74.2631947085184,40.7929502636006,West Orange,CDP,NJ
-74.1951535753722,40.8892490460222,West Paterson,borough,NJ
-75.1295803768492,39.8698463414648,Westville,borough,NJ
-74.8239460363842,39.0002099594164,West Wildwood,borough,NJ
-74.0307018816445,40.9884826878594,Westwood,borough,NJ
-74.5819071906229,40.8996488973614,Wharton,borough,NJ
-74.7040828914127,40.1909596259379,White Horse,CDP,NJ
-74.7720286135278,40.6163021845909,White House Station,CDP,NJ
-74.5106560180335,40.9235987333304,White Meadow Lake,CDP,NJ
-74.8654020877167,39.0459551579883,Whitesboro-Burleigh,CDP,NJ
-74.8198638617514,38.9889699492409,Wildwood,city,NJ
-74.838365871467,38.9724648643309,Wildwood Crest,borough,NJ
-74.9834770681111,39.6858532938946,Williamstown,CDP,NJ
-74.887028429027,40.027261605931,Willingboro,CDP,NJ
-74.8081007872779,39.2280634967401,Woodbine,borough,NJ
-74.2853880887913,40.5548195255346,Woodbridge,CDP,NJ
-75.1530568242655,39.8373634943645,Woodbury,city,NJ
-75.1506636829102,39.8164136337681,Woodbury Heights,borough,NJ
-74.0607841228596,41.0257121146123,Woodcliff Lake,borough,NJ
-75.0954045868458,39.9164460374044,Woodlynne,borough,NJ
-74.0872741903408,40.8504998184149,Wood-Ridge,borough,NJ
-75.3247091827337,39.6509937948956,Woodstown,borough,NJ
-74.6306424897506,40.0276110318348,Wrightstown,borough,NJ
-74.166002544435,40.9978784999761,Wyckoff,CDP,NJ
-74.6673246552891,40.1813100816429,Yardville-Groveville,CDP,NJ
-74.3375724290118,40.3078765456595,Yorketown,CDP,NJ
-107.613638206364,35.070214419141,Acomita Lake,CDP,NM
-106.022108943506,35.6477202698653,Agua Fria,CDP,NM
-105.958106361706,32.8847473881371,Alamogordo,city,NM
-106.625216825303,35.1172635706193,Albuquerque,city,NM
-106.059023509619,36.0847646567915,Alcalde,CDP,NM
-105.279219747746,36.3906463939628,Angel Fire,village,NM
-106.596180627438,32.0055197709355,Anthony,CDP,NM
-104.430229332169,32.8475620141291,Artesia,city,NM
-108.005256737457,36.828405760549,Aztec,city,NM
-108.134035990179,32.759569996051,Bayard,city,NM
-106.779598731399,34.6587190079603,Belen,city,NM
-106.556299726251,35.3160513683507,Bernalillo,town,NM
-108.79065316973,35.0860454629844,Black Rock,CDP,NM
-107.978068517842,36.7117374391865,Bloomfield,city,NM
-105.987213083415,32.8089149169211,Boles Acres,CDP,NM
-106.701460298791,34.8548184216531,Bosque Farms,village,NM
-103.314622830267,34.3804523160302,Cannon AFB,CDP,NM
-105.594468043738,33.5404330865888,Capitan,village,NM
-104.237117009472,32.404280934881,Carlsbad,city,NM
-104.223125746677,32.446423895072,Carlsbad North,CDP,NM
-105.883847489886,33.6438950459391,Carrizozo,town,NM
-103.11732812803,33.8653212645139,Causey,village,NM
-108.154841877719,32.7753725673579,Central,village,NM
-106.583182498544,36.8935163679631,Chama,village,NM
-105.749607430849,36.1766904036402,Chamisal,CDP,NM
-106.399998428615,32.0260305979383,Chaparral,CDP,NM
-105.929122342827,35.9987843864415,Chimayo,CDP,NM
-104.913144211736,36.5098958591273,Cimarron,village,NM
-103.175587394802,36.4507733339573,Clayton,town,NM
-105.739966874834,32.953071351017,Cloudcroft,village,NM
-103.203214876913,34.4102963886437,Clovis,city,NM
-106.350226021576,35.6088760618652,Cochiti,CDP,NM
-107.64133482975,31.8289731065935,Columbus,village,NM
-105.59726648594,34.2497698459491,Corona,village,NM
-106.620549795481,35.234994890769,Corrales,village,NM
-108.146683754196,35.688088144153,Crownpoint,CDP,NM
-106.954840316882,36.0224951226072,Cuba,village,NM
-106.009115196288,35.8698250996716,Cuyamungue,CDP,NM
-107.751003594587,32.2618150552612,Deming,city,NM
-103.833809729908,36.7613595491621,Des Moines,village,NM
-104.368884147917,33.194826914874,Dexter,town,NM
-106.815862737111,32.3913560946506,Dona Ana,CDP,NM
-103.335822049204,33.9332616037924,Dora,village,NM
-106.996641236609,36.9334300107946,Dulce,CDP,NM
-105.261345322762,36.5529999587162,Eagle Nest,village,NM
-106.175486311058,35.0839904731621,Edgewood,CDP,NM
-105.934815739714,35.5264002479788,Eldorado at Santa Fe,CDP,NM
-103.65516105225,33.9442629727469,Elida,town,NM
-105.458519040667,34.6510238530034,Encino,village,NM
-106.069880854922,36.0034292020331,Espanola,city,NM
-106.060748014759,34.7603800131867,Estancia,town,NM
-103.193706604211,32.4426377740532,Eunice,city,NM
-108.186189152226,36.754665651985,Farmington,city,NM
-108.082603305862,36.802152264786,Flora Vista,CDP,NM
-103.549418148347,34.2147767982055,Floyd,village,NM
-103.918176352322,36.8481521233416,Folsom,village,NM
-104.2376992278,34.4781264186656,Fort Sumner,village,NM
-108.735998698547,35.5204498497534,Gallup,city,NM
-103.31592139003,34.8220273685621,Grady,village,NM
-107.838891074843,35.1534277532824,Grants,city,NM
-103.61325029686,36.5928921985603,Grenville,village,NM
-104.328800540307,33.1135858667552,Hagerman,town,NM
-107.156368519184,32.6676673527426,Hatch,village,NM
-103.163246850155,32.7343761649425,Hobbs,city,NM
-106.106756494131,32.8512977222159,Holloman AFB,CDP,NM
